isImager	pix_size[10^-6m]	plate_scale[arcsec/pix]	readoutnoise[electrons]	gain	Dispersion	FilterNum	Filters

1.	15.	0.228	3.7	2.	N/A	1. 	hello
							kjhsdjkh



